481,2,4,2,0,0,2,2
0,417,4,0,0,4,0,1
8,1,687,1,0,3,2,0
2,0,3,585,0,0,7,3
0,1,0,0,611,0,0,0
0,0,0,0,0,509,0,0
2,0,1,7,0,0,491,0
1,1,1,4,0,1,4,420
