238,27,49,76,0,9,2,25,67
12,274,12,18,5,10,74,1,20
41,71,285,131,1,8,20,93,52
97,36,16,319,1,11,2,63,55
0,1,0,0,608,0,94,1,0
0,7,0,0,2,602,0,0,1
0,15,0,0,94,1,396,0,3
76,15,5,117,0,9,0,247,32
61,37,11,47,7,13,7,37,212
