486,0,4,2,0,0,0,0,1
0,416,5,0,0,0,4,0,1
9,1,686,0,2,1,1,1,1
6,0,6,577,1,0,0,6,4
0,0,0,0,702,0,2,0,0
0,1,0,0,0,611,0,0,0
0,1,0,0,3,0,505,0,0
2,0,0,2,0,0,0,496,1
0,2,1,3,0,0,1,3,422
