467,0,11,11,0,0,0,1,3
0,411,5,0,0,2,5,0,3
6,2,680,7,1,0,0,3,3
1,0,39,539,0,0,0,13,8
0,0,0,0,703,0,1,0,0
0,0,0,0,0,612,0,0,0
0,2,0,0,4,0,503,0,0
3,0,6,10,0,0,0,481,1
0,1,5,4,0,0,1,4,417
