486,0,2,2,0,0,0,1,2
0,415,4,1,0,0,5,0,1
11,1,682,1,2,0,0,4,1
4,1,2,579,0,0,0,10,4
0,0,0,0,702,0,2,0,0
0,0,0,0,0,612,0,0,0
0,1,0,0,6,0,502,0,0
2,0,0,6,0,0,0,492,1
2,1,0,8,0,0,1,3,417
