489,0,1,1,0,0,1,1
0,417,3,0,0,4,0,2
7,2,689,1,0,1,2,0
5,0,2,581,0,0,8,4
0,1,0,0,611,0,0,0
0,1,0,0,0,508,0,0
3,0,0,4,0,0,494,0
2,1,1,3,0,1,1,423
