486,0,3,0,0,0,0,2,2
0,416,5,1,0,0,2,0,2
4,2,687,1,1,0,0,4,3
4,2,2,580,0,0,0,8,4
0,0,1,0,702,0,1,0,0
1,1,0,0,0,610,0,0,0
0,1,0,0,3,0,505,0,0
2,0,0,4,0,0,0,495,0
0,2,3,3,0,0,1,3,420
