484,1,6,1,0,0,0,0,1
0,413,4,1,0,0,5,1,2
11,1,683,2,1,0,0,2,2
3,0,3,582,0,0,0,7,5
0,0,0,0,703,0,1,0,0
0,0,1,0,0,611,0,0,0
0,0,0,0,1,0,508,0,0
1,0,1,6,0,0,0,493,0
0,1,1,6,0,0,1,4,419
